Group,Week,Date,Species,PlantId,Use,Treatment,Soil_humidity,Electrical_conductivity,Too_dry,Plant_height,Leaf_number,Leaf_length,Leaf_width,Leaf_area,Chlorophyll_content,Aerial_fresh_weight,Aerial_dry_weight,Root_length,Roots_fresh_weight,Roots_dry_weight,Mortality,Comments
G4,W6,2022-11-23,Beta vulgaris,Bvc4,cultivated,c, 11.5,,dry,25,7, 13.50, 6.80, 63.26,29.80, 23.43, 1.32, 13.06, 0.65, 0.12,,
G4,W6,2022-11-23,Beta vulgaris,Bvc5,cultivated,c, 18.6,1.04,,20,9, 12.90, 5.30, 40.25,29.30, 18.70, 0.63, 7.42, 0.67, 0.10,,
G4,W6,2022-11-23,Beta vulgaris,Bvc6,cultivated,c, 15.5,1.06,,12.8,12, 7.30, 3.10, 27.10,30.90, 21.38, 0.80, 7.68, 0.40, 0.06,,
G4,W6,2022-11-23,Beta vulgaris,Bvc7,cultivated,c, 23.2,1.03,,11.2,10, 6.20, 2.80, 53.50,28.50, 12.36, 0.40, 9.10, 0.26, 0.03,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc1,wild,c, 5.2,,dry,12.0,16, 5.30, 3.80, 60.64,35.30, 22.54, 2.27, 25.01, 2.90, 1.09,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc2,wild,c, 5.3,,dry,13.0,17, 5.90, 4.30, 62.24,34.20, 20.05, 2.04, 23.29, 3.05, 0.86,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc3,wild,c, 4.0,,dry,19.0,13, 9.50, 5.50, 34.67,35.60, 21.42, 2.81, 22.42, 2.63, 0.99,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc4,wild,c, 7.9,,dry,12.0,14, 5.50, 3.50, 30.00,28.70, 20.55, 1.22, 37.85, 1.80, 0.35,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc5,wild,c, 6.6,,dry,10.0,15, 3.90, 3.00, 64.93,30.10, 21.52,, 27.50, 2.14, 0.56,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc6,wild,c, 6.3,,dry,12.7,15, 6.20, 4.00, 74.00,35.10, 23.36,, 25.20, 1.95, 0.65,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooc7,wild,c, 4.4,,dry,11.9,13, 4.50, 3.90, 37.08,36.70, 20.19, 2.73, 24.28, 2.12, 0.90,,
G4,W6,2022-11-23,Beta vulgaris,Bvi1,cultivated,i, 5.8,,dry,26.8,9, 10.50, 6.50,,35.80, 14.43, 0.96,, 0.44, 0.13,,
G4,W6,2022-11-23,Beta vulgaris,Bvi2,cultivated,i, 6.8,,dry,27.4,5, 15.00, 7.50,,38.10, 11.07, 0.96,, 1.14, 0.42,,
G4,W6,2022-11-23,Beta vulgaris,Bvi3,cultivated,i, 4.8,,dry,19.4,7, 13.70, 6.00,,31.50, 11.29, 0.97,, 0.60, 0.21,,
G4,W6,2022-11-23,Beta vulgaris,Bvi4,cultivated,i, 18.0,1.07,,10.9,10, 5.90, 3.20,,26.20, 11.98, 0.61,, 0.31, 0.01,,
G4,W6,2022-11-23,Beta vulgaris,Bvi5,cultivated,i, 6.1,,dry,11.2,9, 6.90, 2.80,,26.60, 10.91, 0.77,, 1.30, 0.20,,
G4,W6,2022-11-23,Beta vulgaris,Bvi6,cultivated,i, 8.1,,dry,11.2,10, 6.80, 2.80,,33.60, 13.14,,, 0.73, 0.25,,
G4,W6,2022-11-23,Beta vulgaris,Bvi7,cultivated,i, 4.6,,dry,28.5,10, 12.90, 5.00,,33.60, 10.59, 0.92,, 0.96, 0.44,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi1,wild,i, 7.4,,dry,12.4,15, 4.50, 3.50,,33.50, 15.28, 1.12,, 1.06, 0.35,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi2,wild,i, 4.8,,dry,13.7,12, 6.40, 3.40,,39.90, 11.59, 1.32,, 2.01, 0.76,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi3,wild,i, 4.1,,dry,16.7,13, 8.00, 4.70,,34.50, 13.42,,, 2.22, 1.07,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi4,wild,i, 1.1,,dry,9.5,5, 4.60, 2.20,,34.30, 1.67, 0.70,, 0.41, 0.30,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi5,wild,i, 3.0,,dry,38.1,10, 8.00, 7.50,,40.20, 9.00, 1.18,, 2.34, 1.08,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi6,wild,i, 2.3,,dry,35.4,10, 9.10, 7.10,,42.20, 4.86, 1.03,, 1.03, 0.57,,
G4,W6,2022-11-23,Sonchus oleraceus,Sooi7,wild,i, 3.8,,dry,31.2,10, 13.40, 7.60,,34.50, 8.91,,, 2.42, 1.07,,
G4,W6,2022-11-23,Beta vulgaris,Bvs1,cultivated,s, 2.4,,dry,21.6,4, 12.20, 4.40,,37.80, 4.43, 0.53,, 0.55, 0.11,,
G4,W6,2022-11-23,Beta vulgaris,Bvs2,cultivated,s, 0.6,,dry,14.5,5, 9.50, 3.20,,31.40, 1.61, 0.58,, 0.66, 0.40,,
G4,W6,2022-11-23,Beta vulgaris,Bvs3,cultivated,s, 8.2,,dry,,,,,,, 0.41, 0.35,, 0.30, 0.07,,
G4,W6,2022-11-23,Beta vulgaris,Bvs4,cultivated,s, 1.7,,dry,14.7,4, 8.70, 6.00,,26.40, 3.42, 0.60,, 0.74, 0.14,,
G4,W6,2022-11-23,Beta vulgaris,Bvs5,cultivated,s, 0.8,,dry,18.3,5, 10.00, 4.50,,39.10, 3.22, 0.54,, 0.46, 0.10,,
G4,W6,2022-11-23,Beta vulgaris,Bvs6,cultivated,s, 1.3,,dry,15.3,4, 9.10, 3.30,,40.70, 1.80, 0.47,, 0.35, 0.15,,
G4,W6,2022-11-23,Beta vulgaris,Bvs7,cultivated,s, 3.3,,dry,15.6,4, 9.70, 5.40,,24.20, 3.91, 0.42,, 0.22, 0.08,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos1,wild,s, 4.1,,dry,26.2,8, 11.70, 6.40,,40.80, 4.96, 0.69,, 1.03, 0.36,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos2,wild,s, 5.7,,dry,10.6,9, 4.80, 3.70,,30.30, 7.77, 1.06,, 2.41, 0.98,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos3,wild,s, 2.8,,dry,28.7,8, 10.40, 6.50,,35.80, 4.52, 0.76,, 1.15, 0.50,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos4,wild,s, 3.1,,dry,13.5,8, 4.70, 3.80,,32.20, 4.31, 0.76,, 2.17, 1.14,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos5,wild,s, 3.4,,dry,32.1,9, 10.00, 5.80,,24.90, 4.83, 0.75,, 1.57, 0.68,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos6,wild,s, 3.2,,dry,12.5,7, 4.70, 3.30,,29.60, 1.38, 0.35,, 0.90, 0.49,,
G4,W6,2022-11-23,Sonchus oleraceus,Soos7,wild,s, 2.2,,dry,11.0,11, 4.10, 3.10,,36.00, 5.12, 1.08,, 2.18, 1.21,,
G5,W1,2022-10-05,Raphanus sativus,Rsc1,cultivated,c, 59.0,1.35,,10,5, 5.00, 3.40,, 24.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc2,cultivated,c, 57.6,1.60,,9,5, 4.70, 3.20,, 24.90,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc3,cultivated,c, 60.1,1.27,,9,3, 5.30, 2.80,, 23.90,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc4,cultivated,c, 61.3,1.27,,11,5, 6.40, 3.80,, 21.20,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc5,cultivated,c, 62.4,1.35,,11,5, 5.40, 3.60,, 26.50,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc6,cultivated,c, 61.6,1.31,,7,3, 4.00, 2.90,, 25.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsc7,cultivated,c, 62.0,1.39,,11,5, 6.20, 3.50,, 23.80,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poc1,wild,c, 53.7,1.35,,3,8, 1.90, 1.10, 1.41, 24.30,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poc2,wild,c, 53.3,1.25,,2,9, 2.00, 1.10, 1.68, 22.90,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poc3,wild,c, 49.9,1.59,,4,8, 1.90, 1.20, 1.91, 22.80,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poc4,wild,c, 60.6,1.47,,4,6, 2.50, 1.10, 2.01, 27.50,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poc5,wild,c, 57.1,1.51,,4,8, 2.10, 1.10, 1.62, 28.40,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poc6,wild,c, 50.9,1.43,,3,9, 1.80, 1.20, 1.67, 26.00,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poc7,wild,c, 55.8,1.47,,3,6, 1.70, 1.10, 1.29, 26.80,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi1,cultivated,i, 53.2,1.23,,9,4, 5.50, 3.20,, 20.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi2,cultivated,i, 61.4,1.23,,9,3, 4.80, 3.10,, 23.40,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi3,cultivated,i, 62.5,1.26,,11,3, 5.50, 3.60,, 25.10,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi4,cultivated,i, 61.5,1.24,,12,5, 7.00, 3.80,, 24.00,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi5,cultivated,i, 60.3,1.35,,9,5, 5.20, 2.90,, 29.60,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi6,cultivated,i, 55.9,1.40,,12,5, 7.00, 4.20,, 21.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rsi7,cultivated,i, 54.3,1.27,,9,4, 4.70, 3.30,, 22.80,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poi1,wild,i, 57.5,1.18,,3,7, 1.60, 0.90,, 25.60,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poi2,wild,i, 57.2,1.34,,3,6, 1.90, 1.10,, 25.50,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poi3,wild,i, 55.5,1.29,,3,6, 1.40, 0.80,, 18.20,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poi4,wild,i, 50.7,1.75,,3,6, 1.80, 1.10,, 27.70,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poi5,wild,i, 56.7,1.50,,2,6, 1.60, 0.80,, 26.90,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poi6,wild,i, 50.5,1.31,,2,5, 1.80, 1.10,, 21.40,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Poi7,wild,i, 57.9,1.40,,3,6, 1.80, 1.10,, 25.40,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss1,cultivated,s, 56.6,1.25,,11,4, 5.90, 3.40,, 22.10,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss2,cultivated,s, 60.1,1.44,,9,4, 5.80, 3.00,, 25.80,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss3,cultivated,s, 62.2,1.41,,10,5, 5.00, 3.80,, 23.20,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss4,cultivated,s, 57.2,1.41,,10,4, 5.10, 3.20,, 27.50,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss5,cultivated,s, 57.6,1.33,,11,4, 7.60, 4.60,, 23.20,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss6,cultivated,s, 60.5,1.40,,8,4, 4.20, 2.50,, 23.70,,,,,,Alive,
G5,W1,2022-10-05,Raphanus sativus,Rss7,cultivated,s, 54.6,1.23,,13,4, 6.50, 3.80,, 27.00,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Pos1,wild,s, 52.7,1.35,,3,5, 1.80, 1.00,, 25.90,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Pos2,wild,s, 55.1,1.24,,5,6, 1.70, 1.50,, 26.90,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Pos3,wild,s, 58.0,1.28,,3,4, 1.30, 0.80,, 21.70,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Pos4,wild,s, 50.0,1.41,,2,3, 1.40, 1.00,, 21.50,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Pos5,wild,s, 58.9,1.36,,2,8, 1.80, 1.20,, 26.20,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Pos6,wild,s, 52.8,1.51,,3,6, 1.80, 1.10,, 26.50,,,,,,Alive,
G5,W1,2022-10-05,Portulacea oleracea,Pos7,wild,s, 60.7,1.41,,2,4, 1.10, 0.60,, 21.10,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc1,cultivated,c, 19.2,1.05,,13,7, 7.00, 4.50,, 22.80,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc2,cultivated,c, 27.8,1.14,,13,8, 7.60, 4.50,, 24.40,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc3,cultivated,c, 24.5,1.06,,10,5, 5.40, 3.00,, 25.70,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc4,cultivated,c, 27.1,1.47,,14,6, 8.40, 4.50,, 24.10,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc5,cultivated,c, 18.3,1.20,,15,6, 7.50, 4.70,, 20.00,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc6,cultivated,c, 19.4,1.25,,16,6, 8.00, 6.00,, 19.90,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsc7,cultivated,c, 30.3,1.24,,14,8, 8.00, 5.00,, 20.60,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poc1,wild,c, 36.7,1.10,,5,12, 2.00, 1.30,, 26.80,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poc2,wild,c, 34.0,1.11,,5,12, 2.20, 1.20,, 27.10,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poc3,wild,c, 31.5,1.19,,4,12, 1.90, 1.30,, 29.80,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poc4,wild,c, 36.7,1.19,,7,21, 2.40, 1.20,, 30.00,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poc5,wild,c, 36.0,1.27,,10,19, 2.00, 1.20,, 30.40,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poc6,wild,c, 35.3,1.23,,4,12, 2.00, 1.20,, 29.50,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poc7,wild,c, 34.0,1.17,,4,12, 1.80, 1.20,, 28.50,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi1,cultivated,i, 35.0,1.15,,13,6, 7.30, 4.50,, 21.10,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi2,cultivated,i, 43.0,1.14,,12,5, 5.90, 3.80,, 20.90,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi3,cultivated,i, 37.1,1.18,,14,5, 7.30, 4.50,, 25.60,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi4,cultivated,i, 34.2,1.08,,18,7, 10.50, 6.00,, 28.70,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi5,cultivated,i, 36.9,1.15,,10,5, 5.30, 3.70,, 25.80,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi6,cultivated,i, 39.7,1.19,,11,5, 6.00, 3.20,, 21.90,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rsi7,cultivated,i, 30.6,1.23,,16,7, 9.00, 5.50,, 24.50,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poi1,wild,i, 37.8,1.11,,3,12, 1.30, 1.00,, 26.20,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poi2,wild,i, 40.5,1.40,,6,7, 2.00, 1.10,, 25.80,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poi3,wild,i, 42.9,1.19,,4,9, 1.40, 0.70,, 28.80,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poi4,wild,i, 46.8,1.49,,7,14, 2.00, 1.20,, 23.10,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poi5,wild,i, 45.1,1.35,,4,11, 1.50, 0.90,, 27.30,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poi6,wild,i, 44.9,1.21,,4,12, 2.00, 1.10,, 29.10,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Poi7,wild,i, 47.0,1.21,,3,12, 2.00, 1.20,, 29.10,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss1,cultivated,s, 58.2,1.12,,5,7, 7.00, 4.50,, 17.90,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss2,cultivated,s, 63.8,1.50,,11,6, 6.90, 3.90,, 28.00,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss3,cultivated,s, 54.7,1.10,,4,7, 6.50, 5.00,, 22.70,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss4,cultivated,s, 54.1,1.02,,4,6, 7.00, 4.50,, 24.60,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss5,cultivated,s, 56.9,1.22,,5,6, 8.80, 7.20,, 35.10,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss6,cultivated,s, 52.8,0.90,,7,6, 8.40, 5.30,, 28.50,,,,,,Alive,
G5,W2,2022-10-19,Raphanus sativus,Rss7,cultivated,s, 56.2,1.04,,3,6, 7.40, 5.10,, 22.50,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Pos1,wild,s, 57.7,1.15,,5,13, 2.10, 1.30,, 24.50,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Pos2,wild,s, 51.1,1.14,,11,14, 2.20, 1.20,, 27.70,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Pos3,wild,s, 47.5,1.52,,4,11, 1.80, 1.00,, 25.10,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Pos4,wild,s, 50.1,1.53,,4,12, 1.70, 0.90,, 28.40,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Pos5,wild,s, 52.4,1.39,,5,15, 2.10, 1.80,, 28.20,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Pos6,wild,s, 46.8,1.32,,7,10, 1.90, 1.20,, 33.00,,,,,,Alive,
G5,W2,2022-10-19,Portulacea oleracea,Pos7,wild,s, 52.9,1.12,,3,11, 1.50, 0.90,, 29.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc1,cultivated,c, 56.9,1.04,,13,9, 7.40, 4.50,, 22.80,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc2,cultivated,c, 57.1,1.33,,13,9, 7.40, 4.60,, 24.40,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc3,cultivated,c, 55.7,1.05,,10,6, 5.50, 2.90,, 25.70,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc4,cultivated,c, 56.6,0.87,,14,8, 8.30, 4.50,, 24.10,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc5,cultivated,c, 51.4,1.14,,15,8, 7.50, 4.70,, 20.00,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc6,cultivated,c, 47.8,0.96,,16,7, 8.30, 6.10,, 19.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsc7,cultivated,c, 55.0,0.93,,14,9, 8.50, 5.00,, 20.60,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poc1,wild,c, 53.2,1.09,,4,14, 2.00, 1.10,, 26.80,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poc2,wild,c, 58.6,1.23,,4,22, 2.20, 1.20,, 27.10,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poc3,wild,c, 50.6,1.46,,4,24, 2.00, 1.30,, 29.80,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poc4,wild,c, 59.4,1.27,,8,22, 2.60, 1.30,, 30.00,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poc5,wild,c, 54.9,1.34,,11,20, 3.10, 1.20,, 30.40,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poc6,wild,c, 57.1,1.17,,5,19, 2.00, 1.20,, 29.50,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poc7,wild,c, 52.4,1.43,,5,19, 1.70, 1.20,, 28.50,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi1,cultivated,i, 26.0,1.11,,13,6, 7.00, 4.50,, 21.10,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi2,cultivated,i, 33.5,0.98,,11,7, 6.00, 3.70,, 20.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi3,cultivated,i, 27.6,1.07,,14,7, 7.10, 4.50,, 25.60,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi4,cultivated,i, 19.1,1.04,,17,8, 10.50, 6.20,, 28.70,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi5,cultivated,i, 26.1,1.10,,10,7, 5.50, 3.70,, 25.80,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi6,cultivated,i, 28.4,1.01,,11,8, 6.50, 3.60,, 21.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rsi7,cultivated,i, 18.5,1.11,,17,10, 9.50, 5.50,, 24.50,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poi1,wild,i, 37.4,1.44,,4,20, 1.90, 1.00,, 26.20,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poi2,wild,i, 39.3,1.49,,7,17, 1.80, 1.20,, 25.80,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poi3,wild,i, 39.5,1.26,,4,11, 1.60, 0.90,, 28.80,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poi4,wild,i, 40.0,1.46,,7,29, 2.00, 1.20,, 23.10,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poi5,wild,i, 41.6,1.36,,4,11, 1.70, 1.00,, 27.30,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poi6,wild,i, 40.3,1.34,,5,15, 1.90, 1.10,, 29.10,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Poi7,wild,i, 39.2,1.29,,5,13, 2.00, 1.60,, 29.10,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss1,cultivated,s, 6.4,,dry,12,,,,, 17.90,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss2,cultivated,s, 9.0,,dry,11,7, 7.00, 3.90,, 28.00,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss3,cultivated,s, 8.8,,dry,13,8, 6.60, 5.50,, 22.70,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss4,cultivated,s, 10.6,,dry,13,7, 7.10, 4.70,, 24.60,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss5,cultivated,s, 5.9,,dry,16,6, 8.50, 5.60,, 35.10,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss6,cultivated,s, 7.6,,dry,15,7, 8.50, 4.50,, 28.50,,,,,,Alive,
G5,W3,2022-10-26,Raphanus sativus,Rss7,cultivated,s, 10.1,,dry,13,7, 7.50, 4.10,, 22.50,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Pos1,wild,s, 24.7,108.00,,6,14, 2.10, 1.30,, 24.50,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Pos2,wild,s, 23.1,1.15,,11,23, 2.00, 1.20,, 27.70,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Pos3,wild,s, 23.3,1.15,,4,12, 1.20, 1.00,, 25.10,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Pos4,wild,s, 24.1,1.18,,4,19, 1.70, 1.00,, 28.40,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Pos5,wild,s, 22.9,1.25,,6,19, 2.20, 1.40,, 28.20,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Pos6,wild,s, 22.0,1.12,,8,19, 2.10, 1.20,, 33.00,,,,,,Alive,
G5,W3,2022-10-26,Portulacea oleracea,Pos7,wild,s, 23.3,1.11,,5,16, 1.50, 1.00,, 29.90,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc1,cultivated,c, 50.1,1.14,,14,8, 7.20, 4.10,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc2,cultivated,c, 47.9,1.43,,14,8, 7.50, 4.60,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc3,cultivated,c, 53.1,1.16,,10,8, 5.30, 3.00,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc4,cultivated,c, 44.5,1.07,,14,8, 8.00, 4.60,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc5,cultivated,c, 47.7,1.38,,15,10, 7.50, 4.60,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc6,cultivated,c, 44.8,1.15,,16,8, 8.20, 6.00,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsc7,cultivated,c, 42.9,1.16,,15,9, 8.50, 5.00,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poc1,wild,c, 50.1,1.40,,5,14, 2.00, 1.10,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poc2,wild,c, 44.2,1.80,,2,23, 2.20, 1.30,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poc3,wild,c, 55.3,1.59,,1,26, 2.20, 1.30,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poc4,wild,c, 59.3,1.58,,7,27, 2.50, 1.20,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poc5,wild,c, 51.5,1.52,,12,22, 2.10, 1.20,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poc6,wild,c, 55.8,1.55,,3,21, 2.10, 1.20,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poc7,wild,c, 53.1,1.88,,5,22, 2.00, 1.10,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi1,cultivated,i, 16.1,1.40,,13,8, 6.50, 3.00,,,,,,,,Alive,
